,MD (m),Porosidade (frac),Permeab. Long. (mD),Cluster,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
115,5566.0,4.3,0.003,2,0.025934560783926034,9.857545561370219e-05,99.17406258415853,0.7999042702702814,9.331602917579531e-09,0.0
116,5071.0,0.4,0.0,2,0.0007128620583270486,3.199617115889562e-07,99.99590341135013,0.003383406620208895,9.635001346096838e-12,0.0
117,5072.0,1.3,0.0,2,0.0017532611646049396,1.323787864875193e-06,99.98272754611517,0.01551786866145848,2.708959282105908e-10,0.0
0,5090.2,11.0,208.0,1,4.073665981438033e-06,99.99999591021687,0.0,0.0,1.6117150461806382e-08,0.0
1,5090.5,9.9,229.0,1,4.3140746224446176e-08,99.99994500710827,0.0,0.0,5.494975097247208e-05,0.0
2,5090.8,10.7,365.0,1,1.110327077227915e-27,99.71839042267493,0.0,0.0,0.2816095773250616,0.0
3,5090.85,8.9,0.0,2,0.6161907605659754,0.019664057249308396,88.62412969530466,10.740015486880054,2.9296580720594413e-16,0.0
4,5091.1,11.700000000000001,322.0,1,1.3603309474884385e-20,99.99990095354623,0.0,0.0,9.904645375709806e-05,0.0
5,5091.55,10.299999999999999,263.0,1,4.212331258464751e-12,99.99979843775463,0.0,0.0,0.00020156224117119328,0.0
6,5091.6,6.7,0.0,2,0.15676935814320359,0.0019067588808309062,94.62316002638724,5.218163856553653,3.506230980110979e-11,0.0
7,5091.9,7.3,5.61,3,1.4357351161143246,0.019593315670801335,1.5806388068171541e-46,98.54467156819217,2.2683425729884352e-11,0.0
8,5092.15,12.8,0.0,2,4.406898017482515,0.6124679770627948,90.47142605016127,4.5092079552934035,6.923681245799807e-32,0.0
9,5092.25,13.700000000000001,281.0,1,7.230768586000777e-15,99.99999999999912,0.0,0.0,9.017827845932178e-13,0.0
10,5092.55,9.3,2.97,3,3.773392904123781,0.12984224434257494,3.323166628883356e-09,96.09676484821048,1.1511194136239176e-16,0.0
11,5092.7,8.0,0.671,2,0.30994820355771013,0.006604748019879437,90.05755796688823,9.625889081534114,6.674660386337121e-14,0.0
12,5092.8,15.5,25.8,0,83.06836444395277,16.931635556042117,0.0,5.100930725811347e-12,2.38589325043113e-44,0.0
13,5093.3,9.4,61.8,0,94.73133620687805,5.268663793119703,0.0,5.815253842507716e-63,2.224513351270036e-12,0.0
14,5093.65,15.1,378.0,1,1.5846820097273827e-30,99.99999999995754,0.0,0.0,4.2434207441848665e-11,0.0
15,5099.05,13.0,94.8,1,38.776002072007756,61.22399792799226,0.0,1.6232100062259216e-165,2.2677130411051072e-23,0.0
16,5099.35,10.5,91.6,0,65.6092170445858,34.39078295541408,0.0,2.1425887905661765e-149,1.3315739976985898e-13,0.0
17,5099.55,9.2,0.005,2,0.7208819055339742,0.026038210073484128,88.32770496305301,10.925374921339511,3.62311358297059e-17,0.0
18,5099.65,5.3,34.2,0,99.56031972953548,0.43966809035754795,0.0,8.117295743377182e-13,1.2180106145474367e-05,0.0
19,5100.0,2.7,0.295,2,0.0066479168981728644,1.0817364243408244e-05,99.84794488427949,0.14539637538195477,6.076153252278456e-09,0.0
20,5100.4,3.5999999999999996,0.067,2,0.013399923657730952,3.5429574783793074e-05,99.62817676311295,0.3583878728933691,1.0761164871151936e-08,0.0
21,5100.75,4.3999999999999995,1.17,2,0.6311263869606027,0.0024366481644262014,65.67597619218262,33.690460580297824,1.9239453222948655e-07,0.0
22,5101.05,7.8,276.0,1,2.1304740761474048e-13,99.55246855091355,0.0,0.0,0.4475314490862055,0.0
23,5101.35,4.6,3.2,3,0.9761170981605887,0.0039365718010173035,1.012755778522542e-12,99.01994612100742,2.0902995812670545e-07,0.0
24,5101.4,4.7,0.0,2,0.03599726760299507,0.0001674437602967852,98.77519806510398,1.1886372173097821,6.2229499688033575e-09,0.0
25,5101.65,10.4,24.9,0,96.32994377691264,3.670055379250206,0.0,8.43837160165437e-07,4.397539002692293e-18,0.0
26,5102.4,5.6000000000000005,3.05,3,1.0321862325045434,0.006835529004663883,4.5615114815651095e-11,98.96097822069464,1.7750518326396668e-08,0.0
27,5102.45,6.2,0.601,2,0.11663068878446357,0.0011033043009503513,94.6470919167788,5.23517408991217,2.2363451681510055e-10,0.0
28,5102.7,8.4,27.9,0,98.31658268530865,1.6834172761576771,0.0,3.851547829168847e-08,1.8185915368216746e-11,0.0
29,5102.75,11.4,86.8,0,66.67507296512657,33.324927034873426,0.0,6.212670821374915e-135,3.1170273111541943e-17,0.0
30,5103.0,14.099999999999998,30.67,0,88.00443096445608,11.99556903554395,0.0,1.205042328116911e-15,2.8524563405081883e-35,0.0
31,5103.25,13.4,781.0,4,1.0341634552582448e-156,3.178487470028363e-07,0.0,0.0,99.99999968215123,0.0
32,5103.95,7.3999999999999995,30.67,0,98.88570559223973,1.1142944015837926,0.0,3.1828643398245937e-10,5.858161669018536e-09,0.0
33,5104.0,6.2,0.002,2,0.11049426186523881,0.0010647701504200816,96.01386161077538,3.8745793570012315,2.0775055187554519e-10,0.0
34,5104.25,0.8999999999999999,0.0,2,0.0011812027868720548,7.092131599827531e-07,99.99077928786109,0.008038800068898832,6.998820991605243e-11,0.0
35,5104.45,8.5,4.14,3,2.344682046280012,0.05602615617772824,1.5142193048510133e-22,97.59929179754224,2.5909640075477557e-14,0.0
36,5104.55,10.299999999999999,73.0,0,87.92613445403184,12.073865545968133,0.0,5.936402287540462e-92,2.121275435655942e-14,0.0
37,5104.85,5.8999999999999995,0.0,2,0.08957799914573306,0.0007489352312641925,96.72799751411027,3.181675550992364,5.203720970235726e-10,0.0
38,5105.0,4.1000000000000005,14.5,3,18.220088749976153,0.04550776887033474,0.0,81.73439468610158,8.79505193293904e-06,0.0
1,5090.122,6.729762,0.5074903,2,0.1275713570933861,0.0015484238448677675,94.69867567406946,5.1722045449668235,2.5436639623473767e-11,0.0
2,5090.274,7.030153,0.7769462,2,0.2784283824670682,0.0038446341793520657,87.96993806891933,11.747788914420862,1.3370383949522836e-11,0.0
3,5090.427,7.860001,2.173981,3,2.062189800580348,0.03952620966013316,0.0015598043254463595,97.89672418543293,1.1485524343226613e-12,0.0
4,5090.579,9.241192,9.626589,3,15.255881110657487,0.4359969730211401,9.0765366437954e-146,84.30812191632138,1.3921170852605225e-15,0.0
5,5090.732,10.73151,27.39663,0,95.86581444694623,4.134185550176186,0.0,2.87757056771299e-09,3.2827849779648073e-19,0.0
6,5090.884,12.0414,60.40068,0,87.8976870115833,12.102312988416692,0.0,2.9896833966753276e-63,3.5819391301219926e-22,0.0
7,5091.037,13.00973,102.8384,1,23.796389159127955,76.20361084087205,0.0,7.388789992533424e-196,1.0369998673131449e-22,0.0
8,5091.189,13.658219999999998,142.7595,1,0.2428576887274467,99.75714231127253,0.0,0.0,1.432703106991128e-22,0.0
9,5091.341,14.188410000000001,180.8296,1,0.00040623898357732696,99.99959376101643,0.0,0.0,4.583797592107484e-22,0.0
10,5091.494,14.345160000000002,181.388,1,0.00035088648334475725,99.99964911351663,0.0,0.0,9.316682992645165e-23,0.0
11,5091.646,14.14554,160.1731,1,0.015165987597813775,99.98483401240217,0.0,0.0,1.6541276463094835e-23,0.0
12,5091.798,13.8994,140.998,1,0.2899296378124178,99.71007036218755,0.0,0.0,7.375784497423312e-24,0.0
13,5091.951,13.766639999999999,133.3399,1,0.8365300574269059,99.16346994257313,0.0,0.0,7.886408151505141e-24,0.0
14,5092.104,13.759569999999998,138.9673,1,0.39850191165605886,99.60149808834394,0.0,0.0,2.3897996311718727e-23,0.0
15,5092.256,14.43893,185.4083,1,0.00015925637850744255,99.99984074362149,0.0,0.0,7.042228303977965e-23,0.0
16,5092.408,14.95408,227.0515,1,1.5893392129942585e-08,99.99999998410662,0.0,0.0,6.215774601927275e-22,0.0
17,5092.561,15.116299999999999,244.2334,1,1.94995576404202e-10,99.999999999805,0.0,0.0,2.7393589831702722e-21,0.0
18,5092.713,14.786270000000002,214.5563,1,3.1536206554225325e-07,99.99999968463796,0.0,0.0,3.6687456865606694e-22,0.0
19,5092.865,13.876959999999999,139.2526,1,0.3707696299404987,99.6292303700595,0.0,0.0,6.863993835118487e-24,0.0
20,5093.018,13.15752,81.71623,0,61.57527021452977,38.424729785470205,0.0,6.156554874833526e-122,2.38133951118369e-25,0.0
21,5093.17,12.387030000000001,66.73973,0,82.96141864793783,17.038581352062174,0.0,8.905704775988033e-79,3.772657485311184e-23,0.0
22,5093.323,11.67444,54.19753,0,91.21347163436498,8.786528365635013,0.0,1.3001183033821299e-49,4.107252562652113e-21,0.0
23,5093.475,11.0238,39.02694,0,94.9848824334533,5.015117566546707,0.0,3.90327932322161e-23,1.3669037033892294e-19,0.0
24,5093.627,10.32425,27.58444,0,96.43283536335218,3.5671646328060485,0.0,3.841775118022143e-09,1.2261650793260767e-17,0.0
25,5093.78,10.04479,20.64634,0,96.72185480376704,3.2757936670931906,0.0,0.0023515291397695143,5.192147133703164e-17,0.0
26,5093.932,10.27062,25.67439,0,96.5042371786143,3.4957625953612306,0.0,2.2602446570835706e-07,1.492225101255382e-17,0.0
27,5094.084,10.67084,32.31028,0,95.87610554414042,4.123894455859554,0.0,2.5561277165171195e-14,1.1730934151131796e-18,0.0
28,5094.237,11.21462,40.74709,0,94.50183124407354,5.498168755926476,0.0,8.681585394492388e-26,3.0644046412774935e-20,0.0
29,5094.389,12.17124,82.89461,0,67.0202007476522,32.97979925234783,0.0,7.879690482516692e-124,1.0072015785716923e-20,0.0
30,5094.542,12.925,105.2093,1,20.418936699759556,79.58106330024044,0.0,4.207293288332731e-205,4.045409994414367e-22,0.0
31,5098.961,10.472620000000001,7.586307,3,17.47434296852708,0.8490636499579645,4.164230469617678e-86,81.67659338151496,4.452116299857446e-20,0.0
32,5099.114,12.38621,31.25614,0,92.70228146425976,7.297718535740219,0.0,1.2346863729536791e-14,3.543084289351477e-26,0.0
33,5099.266,12.87759,59.85191,0,84.92041203178917,15.079587968210847,0.0,3.4305789338050466e-63,4.3778570501934645e-26,0.0
34,5099.418,12.07976,49.91981,0,91.15262540627089,8.847374593729116,0.0,6.611577896182768e-42,3.0896918731917425e-23,0.0
35,5099.571,10.42938,22.18308,0,96.25554125327714,3.744346762540994,0.0,0.00011198418187190491,2.3463096180802028e-18,0.0
36,5099.723,8.666841999999999,8.385221,3,6.0466070069564015,0.13988489331679232,2.2348455439557193e-109,93.81350809972679,3.07298460062569e-14,0.0
37,5099.876,7.2935360000000005,2.68349,3,1.5561225285794023,0.022879229640908067,2.063896321237071e-07,98.42099803536854,2.1494292989681204e-11,0.0
38,5100.028,6.308434999999999,1.062752,2,0.6405597909998788,0.006287467509080057,65.74141323082705,33.61173950985517,8.088410412803459e-10,0.0
39,5100.181,5.657630999999999,0.5481095,2,0.0775303149497392,0.0005674994217947019,96.42117863035935,3.5007235542237956,1.0453209357920823e-09,0.0
40,5100.333,5.406599,0.4215625,2,0.05363500603779673,0.00034903496417975065,97.65545924728649,2.29055671013812,1.573452957477568e-09,0.0
41,5100.485,5.7274329999999996,0.5964034,2,0.0902338264808411,0.0006820156430400447,95.75858234453308,4.150501812375975,9.670518557450238e-10,0.0
42,5100.638,6.286601,1.469775,3,1.5331654353968698,0.014716663021175328,6.460058540760192,91.99205935867623,2.145532390947772e-09,0.0
43,5100.79,6.530577999999999,2.214816,3,1.4017210283007961,0.014752019872196756,0.0005324994624102503,98.58299445163516,7.294429403919624e-10,0.0
44,5100.942,6.765865,2.955624,3,1.2838603919503748,0.01474810923058916,6.193021478098798e-10,98.70139149795787,2.418749867059e-10,0.0
45,5101.095,7.170648,3.792252,3,1.3221641417299395,0.017842319802767737,8.575334086276117e-19,98.65999353843064,3.6651053013826425e-11,0.0
46,5101.247,7.794809,3.807661,3,1.678302029033195,0.02986704180855542,1.03673841338429e-18,98.29183092915672,1.5318198353962759e-12,0.0
47,5101.4,8.577983999999999,5.554913,3,2.7340391963297255,0.06508956828912028,1.4803461955264289e-44,97.20087123538113,2.0012243137652528e-14,0.0
48,5101.552,8.926887,6.179051,3,3.785821305355986,0.10268478455282389,3.6052301566187045e-56,96.11149391009118,2.5345397377299553e-15,0.0
49,5101.705,8.760007,6.124021,3,3.3626201599830106,0.08520222050236774,3.2191825253852937e-55,96.55217761951464,7.348430170477231e-15,0.0
50,5101.857,8.240459999999999,5.696034,3,2.2983538890636015,0.04724009564062909,2.0710795238011386e-47,97.65440601529562,1.5723333340809267e-13,0.0
51,5102.009,7.7715309999999995,4.743064,3,1.6621592417899174,0.028565381156795463,1.4341595074922726e-31,98.30927537705143,1.8498729623494957e-12,0.0
52,5102.162,7.563908,6.017359,3,1.699457644687927,0.025820292383188545,4.0677403530196466e-54,98.27472206292221,6.675554553274204e-12,0.0
53,5102.314,8.046305,9.28749,3,5.7852891341671375,0.10087106775083914,9.331105056461867e-137,94.11383979808026,1.7462424453787205e-12,0.0
54,5102.466,8.702534,13.20646,0,55.66069541319825,1.1945058893691793,4.932922523201594e-284,43.14479869743223,3.430120228756293e-13,0.0
55,5102.619,9.235115,16.08657,0,94.9178196061265,2.435627056721772,0.0,2.646553337151723,1.7649859973986898e-14,0.0
56,5102.771,9.559153,19.09361,0,97.20371315731357,2.7527498738035403,0.0,0.04353696888286355,2.1571401815294804e-15,0.0
57,5102.924,9.281349,14.56132,0,86.47264072518004,2.3072230501935937,0.0,11.220136224626353,9.687495187930915e-15,0.0
58,5103.076,8.703294,8.164937,3,5.716974887851232,0.13493827886674514,2.761291656856839e-103,94.148086833282,2.217496217098034e-14,0.0
59,5103.229,7.785393,3.213923,3,1.7386548655682201,0.03131812581570903,3.917776060386221e-12,98.23002700861053,1.6123059127693177e-12,0.0
60,5103.381,6.813973,1.168509,3,1.0599204805438005,0.013106185986682208,45.816348483955345,53.11062484936699,1.471868908936607e-10,0.0
61,5103.533,6.4064,0.7153063,2,0.175937835205713,0.0018268786224620022,91.75588494381512,8.066350342210256,1.4643249287432623e-10,0.0
62,5103.686,7.787623000000001,2.594653,3,1.87353470923279,0.03437327153361543,1.4365960578027466e-06,98.09209058263588,1.6466749235346464e-12,0.0
63,5103.838,9.473248,11.06293,3,34.17864341634363,1.0435306797016568,4.74758859923666e-195,64.7778259039547,6.086306241017635e-16,0.0
64,5103.991,10.35857,23.80725,0,96.37562200398905,3.6243709144961014,0.0,7.0815148441807026e-06,5.430768617998704e-18,0.0
65,5104.143,9.825163,14.59549,0,90.6765735599278,3.0056018316093494,0.0,6.317824608462845,1.4337686923641582e-16,0.0
66,5104.295,7.769302,1.947579,3,2.082885061435476,0.03862286483110249,0.035348164800355804,97.8431439089311,1.9548891173435115e-12,0.0
67,5104.448,6.510959,0.5591885,2,0.12471442701949635,0.0013660376000711053,94.55054554803775,5.323373987276562,6.611899094190398e-11,0.0
68,5104.6,7.049440999999999,0.7299404,2,0.24314620310647242,0.0033918084424036836,89.69900426343999,10.054457725000557,1.0582845968336037e-11,0.0
69,5104.752,8.428036,1.770456,3,2.788087045920983,0.06907901541674555,0.395730387654484,96.74710355100775,4.1464127425259833e-14,0.0
70,5104.905,9.604529000000001,3.701526,3,4.4943074180899,0.17138336533204104,1.6184594958688012e-16,95.33430921657806,1.3163735007673871e-17,0.0
71,5105.057,9.451191,3.51261,3,4.068793682351416,0.14662402903997918,1.6868477557145653e-14,95.78458228860859,3.9992437029554765e-17,0.0
72,5105.21,8.269113,2.279827,3,2.3903339600628004,0.05451930969687206,0.0003861427711818491,97.55476058746903,1.0511730155430449e-13,0.0
73,5105.362,7.9848349999999995,2.591657,3,2.0257676592959006,0.04050779240431271,1.713813359552561e-06,97.93372283448588,5.457283309991695e-13,0.0
74,5105.515,8.257902,3.881605,3,2.0716194104276413,0.04496270788114712,2.172674912953989e-19,97.88341788169109,1.1038392160321e-13,0.0
